timestamp,open,high,low,close,volume
2021-02-16 20:00:00,49.35,49.39,49.28,49.37,8838
2021-02-16 19:45:00,49.27,49.37,49.27,49.3,1927
2021-02-16 19:30:00,49.3,49.3,49.25,49.3,2427
2021-02-16 19:15:00,49.31,49.4299,49.31,49.4099,3514
2021-02-16 19:00:00,49.3,49.46,49.3,49.4,4596
2021-02-16 18:45:00,49.28,49.3,49.25,49.25,2063
2021-02-16 18:30:00,49.17,49.28,49.17,49.28,6425
2021-02-16 18:15:00,49.12,49.22,49.11,49.17,2791
2021-02-16 18:00:00,49.2,49.28,49.1,49.11,7654
2021-02-16 17:45:00,49.11,49.29,49.1,49.1,7235
2021-02-16 17:30:00,49.3,49.3,49.15,49.15,7368
2021-02-16 17:15:00,49.35,49.35,49.2,49.2,10585
2021-02-16 17:00:00,49.3,49.51,49.15,49.27,21200
2021-02-16 16:45:00,49.59,50.0,49.2,49.3,38321
2021-02-16 16:30:00,49.5,49.63,49.31,49.59,9554
2021-02-16 16:15:00,49.51,49.7,49.42,49.6,19255
2021-02-16 16:00:00,49.81,49.84,49.39,49.5,349406
2021-02-16 15:45:00,49.5,49.8407,49.34,49.79,178112
2021-02-16 15:30:00,49.34,49.66,49.3,49.535,138668
2021-02-16 15:15:00,49.34,49.45,49.1709,49.375,106775
